|diff|    p a b ord est
  168869478380   12384364783824327829 11133744253964646501 5562719017848896796 12384364781487243244 12384364612617764864
  238886204083   17248362408436502081 13258884531363820651 4714428269487471486 17248362400226882227 17248362161340678144
  455072515955   12925747000352876243 12737932791191413945 8672770503000792435 12925747001021138803 12925746545948622848
  93497918174   15711168938850700993 2891573242574356986 3449927603007597259 15711168945909595426 15711169039407513600
  170795525004   17649108691786963871 17481328439984256359 9783183052524697169 17649108690102066292 17649108860897591296
  55254484480   11823629124534628963 11090856972120039248 3757632405124691723 11823629130869278208 11823629075614793728
  413437576163   12116321953219479991 2112141408314210785 2169391830648922715 12116321956026072093 12116322369463648256
  428911533282   15409521747857916043 6238155750311341601 11695062373635690663 15409521751773584610 15409521322862051328
  369370531084   14179483747137058739 5833308481864540636 10826728046734441097 14179483740588410124 14179483371217879040
  524937643384   13135453624169382019 3585731584497942633 4126013309126648243 13135453625117099384 13135453100179456000
  165220097280   17734914583255149331 7130600891613364490 5853955960764952933 17734914583109133056 17734914748329230336
  514289866912   17041894187615168831 12780001301052147285 1533296673970941918 17041894183143512224 17041893668853645312
  368920163843   17168119077900862037 12387362277337428335 5746607568325279297 17168119072154121731 17168118703233957888
  201129974768   10017938717464443317 1546801361490726137 1713496602828201171 10017938713843588080 10017938512713613312
  312649268746   9844910252984496527 4940580776909285186 4051664687463717426 9844910254224490998 9844910566873759744
  263932745588   14287509021004940029 11355685704068111810 11231060495078091905 14287509025202497676 14287509289135243264
  126850298040   14191801071835799987 9019189521033757442 1375611951468889977 14191801073133555528 14191801199983853568
  302176593408   13702834384973265737 13217660187575100557 4259164681823990796 13702834387637298688 13702834085460705280
  123829299662   11205830104714197097 5864011304279800921 7345953743729970879 11205830108471175630 11205829984641875968
  381324429160   12071535242933866811 10378919583576420258 3438766703466265689 12071535244142249832 12071534862817820672
  174757754134   10461646599143981069 9016587024645067950 10025611012113488600 10461646604860372246 10461646430102618112
  104810360470   14209956447568874879 11689472599853972315 2828291684592222212 14209956440792051350 14209956335981690880
  415769496424   9265980723277644451 1834514341310684571 2433550266454577680 9265980727223847784 9265980311454351360
  465151631608   9575424196673535451 3416581163995339235 415086303959638705 9575424199800741640 9575424664952373248
  363312554167   11672711575345941101 7722838307323067020 8302408659618923123 11672711572410441911 11672711209097887744
  173985925023   15787929422092678927 6259096644343503765 4553118686861753455 15787929418663364511 15787929244677439488
  430541898216   15991085575960466879 11666870899857691270 9489771825125321993 15991085577599712792 15991086008141611008
  457628087869   13210415143466958251 13119999138124229431 10272781989307117835 13210415146309880259 13210415603937968128
  273688352667   15798897141525710603 7702267671310266799 3984893677772042873 15798897146852857755 15798896873164505088
  389387474832   10458968728806137017 1111885251297829577 4041480293564557756 10458968729901508720 10458969119288983552
  244880089411   14681013745668881329 13415497673816916194 12921706106962728278 14681013750480085315 14681013505599995904
  474773226657   14538876970125295573 8080174764671430662 10221099316569666684 14538876963680910175 14538877438454136832
  131530272020   17344112164622899979 13803607923744024865 1937615708816742907 17344112163464195348 17344112031933923328
  551650358857   10497671380040465197 9809612118927263898 6441318786295910049 10497671376936339895 10497671928586698752
  77006504138   17712693548538509557 12618647018652122974 1459950745860625697 17712693541325373238 17712693618331877376
  325123233816   14023747766489327189 12631485912174853959 7442952517586413895 14023747769871292440 14023747444748058624
  308109346333   15646630217683436263 12307397259472075724 8405162966922043890 15646630213989664285 15646629905880317952
  12983046568   17658919790016972829 3976378392490152065 11665515099016893043 17658919790169189976 17658919803152236544
  384939631571   12940821233389087201 4020317159654519767 1011336410183346875 12940821235305063379 12940820850365431808
  231142843544   14542252070494003099 1211936750922093214 12832585655877284726 14542252070782624920 14542251839639781376
  298928235756   11638441330504205501 1055856886189830680 10701300644803988430 11638441331755129620 11638441630683365376
  485409612586   12121183800904102741 3797252922109422863 1517925448408725043 12121183795779658538 12121183310370045952
  182724993213   11481300714822390593 3119042528708706332 11225800680300596110 11481300711078240445 11481300528353247232
  55075611760   11962530330657779843 1852317173779229644 8924018545409446109 11962530324476124048 11962530379551735808
  487165091414   15743826245508722677 3282344318898787942 8073468319852148072 15743826246610624938 15743826733775716352
  275856772388   16796696797240498357 6143402213180653809 9587776529451990291 16796696802444686044 16796697078301458432
  374378341844   12021957157897103519 10328573444946503255 8911589076401210665 12021957158388114900 12021956784009773056
  80593837751   17557152391248974093 4877007453276057774 12502692998836740997 17557152386014011063 17557152305420173312
  253521092759   14562681607109484907 5400964455223730929 2304826375780793466 14562681611674394473 14562681865195487232
  387378440866   14698986516900997039 1797931538445957962 212936029511433459 14698986510046063266 14698986122667622400
  391541454686   11225608387476965953 10816697586545285942 11101473295352743314 11225608391343765342 11225607999802310656
  441258610060   13958368937308766357 12954167867989945598 9214734033279400324 13958368942590259828 13958369383848869888
  430934975244   16838842026461898739 8503823784145213464 15550479075682147047 16838842027570765044 16838842458505740288
  351833521317   11636114321477759587 2470232832610041881 697049120184504408 11636114316400884901 11636113964567363584
  391853130876   13629181807265701163 9306387042897159414 3326297737468775416 13629181807709371268 13629182199562502144
  240221600850   16616143837860260201 5939957381403914806 12776872631044412188 16616143834659505070 16616144074881105920
  423523181780   16179242557030784381 14438348914093618165 6432518659876677476 16179242557991216340 16179242134468034560
  96742344384   13546800089420273003 5510235986135908103 1124447655856578987 13546800094597413184 13546800191339757568
  151481980850   11943843228554137829 6596479736771723477 11492047325114365313 11943843231408035762 11943843079926054912
  157321465356   11404920601978307797 3283800784966279365 10905338913613728184 11404920596785066484 11404920754106531840
  221601156372   9372083402650846819 3581654177336543375 8023616090118107526 9372083405135891732 9372083183534735360
  505355280034   17321096546294219269 9840603955316069629 8684047246323010417 17321096549186036062 17321097054541316096
  321473663106   14823583557488798957 1355128829113122692 526958215340012406 14823583558365163390 14823583879838826496
  528309280724   16250343722882921189 11566841762042226330 9547553899236238954 16250343724592144428 16250344252901425152
  309140688291   16500525238434790493 6783120446276995436 16176535704111145004 16500525238803008931 16500524929662320640
  132339977914   18440893442159904427 6573691075594062819 15105156196353021220 18440893439998177606 18440893572338155520
  22883997214   12826543084963809109 242927427865989982 3284517814899349619 12826543086448536034 12826543109332533248
  222529672152   14055952364548983281 11247048471925439231 156477919886381978 14055952362855289816 14055952140325617664
  132679599119   18105123485362352969 2483798763223441470 1345840054749160339 18105123479256693745 18105123611936292864
  18976167612   15361847610197479933 2225832207223034977 14048285285305727576 15361847617169479356 15361847598193311744
  120415140200   15239855565384561901 1736057689816767224 12010945986885293987 15239855563164796568 15239855683579936768
